X,Y,Z
0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
0,0,6
0,0,7
0,0,8
0,0,9
0,0,10
0,0,11
0,0,12
0,0,13
0,0,14
0,0,15
0,0,16
0,0,17
0,0,18
0,0,19
0,0,20
0,0,21
0,0,22
0,0,23
0,0,24
0,0,25
0,0,26
0,0,27
0,0,28
0,0,29
0,0,30
0,0,31
0,0,199
0,1,201
0,2,203
0,3,206
0,4,206
0,5,205
0,6,205
0,7,206
0,8,208
0,9,207
0,10,209
0,11,216
0,12,220
0,13,222
0,14,223
0,15,225
0,16,225
0,17,227
0,18,229
0,19,229
0,20,229
0,21,229
0,22,232
0,23,236
0,24,237
1,0,206
1,1,208
1,2,208
1,3,211
1,4,211
1,5,209
1,6,208
1,7,210
1,8,214
1,9,214
1,10,217
1,11,221
1,12,224
1,13,226
1,14,227
1,15,229
1,16,229
1,17,230
1,18,229
1,19,229
1,20,232
1,21,233
1,22,238
1,23,241
1,24,241
2,0,206
2,1,207
2,2,209
2,3,212
2,4,212
2,5,214
2,6,214
2,7,214
2,8,217
2,9,217
2,10,219
2,11,223
2,12,225
2,13,229
2,14,230
2,15,230
2,16,231
2,17,231
2,18,231
2,19,233
2,20,237
2,21,238
2,22,242
2,23,243
2,24,242
3,0,203
3,1,206
3,2,209
3,3,214
3,4,215
3,5,213
3,6,214
3,7,216
3,8,220
3,9,223
3,10,225
3,11,230
3,12,230
3,13,231
3,14,231
3,15,232
3,16,235
3,17,237
3,18,240
3,19,239
3,20,246
3,21,246
3,22,247
3,23,247
3,24,247
4,0,202
4,1,206
4,2,209
4,3,214
4,4,215
4,5,214
4,6,220
4,7,218
4,8,217
4,9,220
4,10,226
4,11,231
4,12,235
4,13,234
4,14,231
4,15,236
4,16,240
4,17,242
4,18,245
4,19,244
4,20,249
4,21,249
4,22,249
4,23,250
4,24,250
5,0,202
5,1,208
5,2,212
5,3,220
5,4,216
5,5,214
5,6,219
5,7,236
5,8,227
5,9,221
5,10,221
5,11,224
5,12,236
5,13,236
5,14,231
5,15,236
5,16,240
5,17,242
5,18,244
5,19,245
5,20,248
5,21,248
5,22,249
5,23,251
5,24,251
6,0,216
6,1,220
6,2,222
6,3,223
6,4,223
6,5,217
6,6,219
6,7,226
6,8,229
6,9,228
6,10,223
6,11,220
6,12,230
6,13,237
6,14,234
6,15,236
6,16,240
6,17,243
6,18,245
6,19,245
6,20,248
6,21,249
6,22,250
6,23,251
6,24,251
7,0,221
7,1,223
7,2,221
7,3,219
7,4,219
7,5,219
7,6,219
7,7,219
7,8,215
7,9,223
7,10,228
7,11,221
7,12,222
7,13,230
7,14,231
7,15,233
7,16,237
7,17,244
7,18,245
7,19,245
7,20,248
7,21,249
7,22,250
7,23,251
7,24,251
8,0,219
8,1,227
8,2,230
8,3,228
8,4,216
8,5,217
8,6,219
8,7,220
8,8,219
8,9,220
8,10,228
8,11,231
8,12,216
8,13,222
8,14,222
8,15,228
8,16,234
8,17,242
8,18,246
8,19,246
8,20,248
8,21,248
8,22,249
8,23,250
8,24,251
9,0,219
9,1,224
9,2,225
9,3,228
9,4,228
9,5,216
9,6,222
9,7,222
9,8,226
9,9,227
9,10,228
9,11,235
9,12,224
9,13,220
9,14,221
9,15,223
9,16,232
9,17,240
9,18,244
9,19,247
9,20,248
9,21,248
9,22,249
9,23,250
9,24,250
10,0,219
10,1,222
10,2,223
10,3,220
10,4,222
10,5,214
10,6,216
10,7,222
10,8,227
10,9,227
10,10,227
10,11,228
10,12,231
10,13,229
10,14,220
10,15,227
10,16,228
10,17,230
10,18,242
10,19,248
10,20,248
10,21,248
10,22,250
10,23,250
10,24,250
11,0,224
11,1,221
11,2,221
11,3,221
11,4,215
11,5,215
11,6,220
11,7,223
11,8,223
11,9,224
11,10,226
11,11,228
11,12,228
11,13,228
11,14,219
11,15,220
11,16,222
11,17,230
11,18,235
11,19,248
11,20,249
11,21,242
11,22,232
11,23,248
11,24,240
12,0,224
12,1,220
12,2,217
12,3,217
12,4,217
12,5,217
12,6,222
12,7,223
12,8,223
12,9,223
12,10,226
12,11,227
12,12,228
12,13,226
12,14,223
12,15,219
12,16,219
12,17,219
12,18,235
12,19,245
12,20,210
12,21,190
12,22,137
12,23,105
12,24,147
13,0,221
13,1,221
13,2,220
13,3,220
13,4,220
13,5,219
13,6,219
13,7,220
13,8,222
13,9,222
13,10,222
13,11,222
13,12,224
13,13,224
13,14,222
13,15,222
13,16,221
13,17,124
13,18,196
13,19,162
13,20,157
13,21,160
13,22,105
13,23,116
13,24,126
14,0,217
14,1,217
14,2,219
14,3,219
14,4,219
14,5,219
14,6,219
14,7,217
14,8,221
14,9,221
14,10,222
14,11,222
14,12,222
14,13,223
14,14,222
14,15,221
14,16,176
14,17,104
14,18,175
14,19,167
14,20,143
14,21,128
14,22,141
14,23,109
14,24,87
15,0,216
15,1,216
15,2,217
15,3,217
15,4,218
15,5,219
15,6,219
15,7,217
15,8,219
15,9,219
15,10,222
15,11,221
15,12,222
15,13,222
15,14,222
15,15,220
15,16,103
15,17,107
15,18,154
15,19,153
15,20,131
15,21,101
15,22,101
15,23,105
15,24,93
