Date & Time,Battery Voltage(V),Right Current (A),Left Current (A),Status Message
03/04/2019 17:58:54,0.73,1.71,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:58:54,1.71,1.96,24.51,STATUS = Data Mapped Succesfully
03/04/2019 17:58:55,0.49,1.22,24.48,STATUS = Data Mapped Succesfully
03/04/2019 17:58:55,0.73,2.20,24.71,STATUS = Data Mapped Succesfully
03/04/2019 17:58:55,5.13,11.00,24.48,STATUS = Data Mapped Succesfully
03/04/2019 17:58:56,0.00,16.37,24.27,STATUS = Data Mapped Succesfully
03/04/2019 17:58:56,1.22,20.77,24.51,STATUS = Data Mapped Succesfully
03/04/2019 17:58:56,0.00,2.20,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:58:57,0.73,15.88,24.57,STATUS = Data Mapped Succesfully
03/04/2019 17:58:57,0.49,1.22,24.68,STATUS = Data Mapped Succesfully
03/04/2019 17:58:57,0.73,1.71,24.86,STATUS = Data Mapped Succesfully
03/04/2019 17:58:57,0.00,1.96,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:58:58,0.98,1.96,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:58:58,0.00,5.13,24.63,STATUS = Data Mapped Succesfully
03/04/2019 17:58:58,0.24,1.96,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:58:59,0.73,1.71,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:58:59,0.24,1.22,24.57,STATUS = Data Mapped Succesfully
03/04/2019 17:58:59,0.73,0.00,24.30,STATUS = Data Mapped Succesfully
03/04/2019 17:58:59,0.98,1.71,24.48,STATUS = Data Mapped Succesfully
03/04/2019 17:59:00,1.47,2.20,24.57,STATUS = Data Mapped Succesfully
03/04/2019 17:59:00,0.98,1.47,24.42,STATUS = Data Mapped Succesfully
03/04/2019 17:59:00,0.73,14.17,24.27,STATUS = Data Mapped Succesfully
03/04/2019 17:59:03,1.96,1.96,24.80,STATUS = Data Mapped Succesfully
03/04/2019 17:59:03,0.98,1.47,24.39,STATUS = Data Mapped Succesfully
03/04/2019 17:59:03,0.00,0.73,24.13, to map sent data to output. Check range of sent data.
03/04/2019 17:59:04,0.98,1.71,24.68,STATUS = Data Mapped Succesfully
03/04/2019 17:59:04,0.98,1.96,25.59,STATUS = Data Mapped Succesfully
03/04/2019 17:59:04,1.22,1.71,25.27,STATUS = Data Mapped Succesfully
03/04/2019 17:59:04,0.98,1.96,25.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:05,5.13,6.84,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:59:05,2.20,2.20,24.74,STATUS = Data Mapped Succesfully
03/04/2019 17:59:05,0.98,1.96,24.63,STATUS = Data Mapped Succesfully
03/04/2019 17:59:06,0.49,1.96,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:06,1.22,2.44,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:06,0.98,1.96,24.42,STATUS = Data Mapped Succesfully
03/04/2019 17:59:07,0.73,2.20,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:59:07,5.38,7.33,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:07,0.00,9.04,24.54,STATUS = Data Mapped Succesfully
03/04/2019 17:59:08,0.98,2.44,24.57,STATUS = Data Mapped Succesfully
03/04/2019 17:59:08,9.78,4.64,24.60,STATUS = Data Mapped Succesfully
03/04/2019 17:59:08,1.22,2.20,24.74,STATUS = Data Mapped Succesfully
03/04/2019 17:59:09,0.98,1.96,24.48,STATUS = Data Mapped Succesfully
03/04/2019 17:59:09,3.67,1.71,24.74,STATUS = Data Mapped Succesfully
03/04/2019 17:59:09,1.22,2.20,24.16,STATUS = Data Mapped Succesfully
03/04/2019 17:59:10,5.87,5.38,24.63,STATUS = Data Mapped Succesfully
03/04/2019 17:59:10,0.49,1.96,24.74,STATUS = Data Mapped Succesfully
03/04/2019 17:59:10,0.00,0.98,24.48,STATUS = Data Mapped Succesfully
03/04/2019 17:59:11,0.98,1.96,24.71,STATUS = Data Mapped Succesfully
03/04/2019 17:59:11,0.49,2.20,24.39,STATUS = Data Mapped Succesfully
03/04/2019 17:59:12,1.47,1.47,24.83,STATUS = Data Mapped Succesfully
03/04/2019 17:59:12,0.98,2.20,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:12,1.22,1.71,24.63,STATUS = Data Mapped Succesfully
03/04/2019 17:59:13,0.98,1.71,24.45,STATUS = Data Mapped Succesfully
03/04/2019 17:59:13,0.98,1.96,24.83,STATUS = Data Mapped Succesfully
03/04/2019 17:59:13,1.22,1.96,24.57,STATUS = Data Mapped Succesfully
03/04/2019 17:59:14,0.98,1.96,24.71,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:14,1.22,3.18,25.71,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:15,0.00,2.93,25.21,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:15,0.00,2.93,25.56,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:21,0.00,2.93,25.33,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:27,0.00,0.00,25.45,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:33,0.00,0.24,25.51,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:39,0.00,2.93,25.71,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:44,0.00,0.49,25.68,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:50,0.00,2.69,25.56,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 17:59:56,0.00,2.93,25.80,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:02,0.00,0.24,25.62,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:08,0.00,2.69,25.51,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:13,0.00,2.69,25.36,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:19,0.00,0.00,25.71,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:25,0.00,0.00,25.53,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:31,0.00,2.44,25.68,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:37,0.00,0.24,25.56,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:43,0.00,0.00,25.68,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:49,0.00,2.69,25.48,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:00:54,0.00,2.69,25.39,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:00,0.00,3.18,25.65,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:06,0.00,2.93,25.45,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:12,0.00,0.00,25.51,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:18,0.00,0.24,25.77,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:23,0.00,0.24,25.48,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:29,0.00,0.24,25.45,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:35,0.00,2.44,25.68,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:41,0.00,2.69,25.74,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:47,0.00,0.73,25.77,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:52,0.00,0.24,25.51,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:01:58,0.00,0.49,25.45,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:04,0.00,0.73,25.68,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:10,0.00,0.00,25.59,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:15,0.00,2.44,25.56,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:21,0.00,2.93,25.48,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:27,0.00,2.93,25.48,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:33,0.00,0.00,25.45,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:38,0.00,2.93,25.71,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:44,0.00,3.18,25.48,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:50,0.00,0.00,25.56,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:02:56,0.00,1.96,25.62,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:02,0.00,0.00,25.42,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:08,0.00,2.69,25.51,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:14,0.00,0.00,25.30,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:20,0.00,0.24,25.59,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:26,0.00,2.93,25.53,WARNING = Wheelchair is performing an Emergency Stop.
03/04/2019 18:03:32,0.00,2.69,25.42,WARNING = Wheelchair is performing an Emergency Stop.
